Name,Rarity,Cost,Slot,Quest,Effect,Include,Notes
Parun's Armor,Rare,1000,Body,N,Taps for any color only for multicolor Slot: Body [+Life] +5 Battlefield:Pillar of the Paruns|DIS Starting hand: -1,Y,
Cephalid Armor,Uncommon,1000,Body,N,"Adds U for 1 life or U, T, sac, draw 3 discard 3 Slot: Body Battlefield:Cephalid Coliseum|ODY Starting hand: -1",Y,
Urza's Robe,Rare,1000,Body,N,Taps for C for each urza's land if metalcraft Slot: Body Battlefield:Urza's Workshop Starting hand: -1,Y,
Cloak of Prahv,Uncommon,1000,Body,N,"Taps for C or 4WU, T to prevent all damage from one source Slot: Body [+Life] +4 Battlefield:Prahv, Spires of Order|DIS Starting hand: -1",Y,
Cloak of Svogthos,Uncommon,1000,Body,N,"Taps for C or 3BG to animate as an X/X where X is creatures in your graveyard Slot: Body [+Life] +4 Battlefield:Svogthos, the Restless Tomb|RAV Starting hand: -1",Y,
Vitu-Ghazi Cloak,Uncommon,1000,Body,N,"Taps for C or 2WG, T to make a 1/1 saproling Slot: Body [+Life] +2 Battlefield:Vitu-Ghazi, the City-Tree|RAV Starting hand: -1",Y,
Pinecrest Cloak,Uncommon,1000,Body,N,Taps for C or G/R but then skips untapping Slot: Body [+Life] +4 Battlefield:Pinecrest Ridge|CHK Starting hand: -1,Y,
Mantle of Dusk,Uncommon,1000,Body,N,"Taps for C or UB, T to have target player mill 1 Slot: Body [+Life] +4 Battlefield:Duskmantle, House of Shadow|RAV Starting hand: -1",Y,
Cloak of Orzhova,Uncommon,1000,Body,N,"Taps for C or 3BW, T to drain 1 Slot: Body [+Life] +4 Battlefield:Orzhova, the Church of Deals|GPT Starting hand: -1",Y,
Tranquil Cloak,Uncommon,1000,Body,N,Taps for C or W/G but then skips untapping Slot: Body [+Life] +4 Battlefield:Tranquil Garden|CHK Starting hand: -1,Y,
Novijen Cloak,Uncommon,1000,Body,N,"Taps for C or GU, T to give each creature that entered this turn a +1/+1 counter Slot: Body [+Life] +2 Battlefield:Novijen, Heart of Progress|DIS Starting hand: -1",Y,
Explorer's Cloak,Uncommon,1000,Body,N,"Taps for C or 3, T to make a power 3< creature unblockable Slot: Body Battlefield:Access Tunnel|STX Starting hand: -1",Y,
Cloudcrest Cloak,Uncommon,1000,Body,N,Taps for C or W/U but then skips untapping Slot: Body [+Life] +4 Battlefield:Cloudcrest Lake|CHK Starting hand: -1,Y,
Seraphim Wings,Common,1000,Body,N,"Taps for C, gain 1 when an angel enters Slot: Body [+Life] -5 Battlefield:Seraph Sanctuary|AVR",Y,
Lantern-Lit Cloak,Uncommon,1000,Body,N,Taps for C or B/R but then skips untapping Slot: Body [+Life] +4 Battlefield:Lantern-Lit Graveyard|CHK Starting hand: -1,Y,
Sunhome Cloak,Uncommon,1000,Body,N,"Taps for C or 2WR, T for double strike Slot: Body [+Life] +2 Battlefield:Sunhome, Fortress of the Legion|RAV Starting hand: -1",Y,
Sage's Robes,Uncommon,3000,Body,N,An extra card and some life. Slot: Body [+Life] +3 Starting hand: 1,Y,
Skargg Cloak,Uncommon,1000,Body,N,"Taps for C or GR, T for +1/+1 and trample Slot: Body [+Life] +2 Battlefield:Skarrg, the Rage Pits|GPT Starting hand: -1",Y,
Diamond Belt,Rare,1000,Body,N,Tap to sac a creature for life equal to its toughness. Doesn't give mana. Slot: Body Battlefield:Diamond Valley|ARN,Y,
Waterveil Cloak,Uncommon,1000,Body,N,Taps for C or B/U but then skips untapping Slot: Body [+Life] +4 Battlefield:Waterveil Cavern|CHK Starting hand: -1,Y,
Rix Maadi Cloak,Uncommon,1000,Body,N,"Taps for C or 1BR, T to make each player discard at sorcery speed Slot: Body [+Life] +4 Battlefield:Rix Maadi, Dungeon Palace|DIS Starting hand: -1",Y,
Scrapling Shoes,Common,1000,Boots,N,A 1/1 Myr. Sac for a +1/+1 counter. Slot: Boots Battlefield:Myr Scrapling|MH2,Y,
Infernal Armor,Common,1000,Body,N,"Three extra cards, but you are stalked by a 5/5 flying demon. Slot: Body Starting hand: 3 Gives Opponent: Battlefield:Tombstalker|TSR",Y,
Thunder Lasso,Uncommon,1000,Right,N,"Equip 2, +1/+1 and tap a creature on attack Slot: Right Battlefield:Thunder Lasso|OTJ",Y,
Generous Armor,Common,1000,Body,N,Gift your foe 10 life. Get better win rewards. Slot: Body Bonus enemy deck rewards: +1 Gives Opponent: [+Life] +10,Y,
Generous Pants,Common,1000,Boots,N,Gift your foe a 5/5 reach trampler. Get better win rewards. Slot: Boots Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Quaketusk Boar|BLB,Y,
Generous Necklace,Common,1000,Neck,N,Gift your foe rhystic study. Get better win rewards. Slot: Neck Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Rhystic Study|WOT,Y,
Generous Ring,Common,1000,Right,N,Gift your foe swiftfoot boots. Get better win rewards. Slot: Right Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Swiftfoot Boots|BLC,Y,
Generous Coin,Common,1000,Left,N,Gift your foe buried treasure. Get better win rewards. Slot: Left Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Buried Treasure|LCI,Y,
Generous Ingot,Rare,5000,Pocket,N,Gift your foe a mana rock. Get better win rewards. Uses its own slot. Slot: Pocket Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Darksteel Ingot|CMM,Y,
Medal of the Outnumbered,Uncommon,2000,Medal,N,"Opponent starts with two creatures, greatly improves win rewards. Slot: Medal Bonus enemy deck rewards: +2 Gives Opponent: Battlefield:Aurora Champion|BBD, Sickle Dancer|BBD",Y,
Medal of the Outgunned,Common,1000,Medal,N,"Opponent starts with two equipments, improves win rewards. Slot: Medal Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Champion's Helm|CMM, Sword of Vengeance|C14",Y,
Medal of the Outmaneuvered,Common,1000,Medal,N,"Opponent starts with an extra land, improves win rewards. Slot: Medal Bonus enemy deck rewards: +1 Gives Opponent: Battlefield:Command Tower|CMD",Y,
Medal of the Outmatched,Uncommon,2000,Medal,N,"Opponent starts with two enchantments, greatly improves win rewards. Slot: Medal Bonus enemy deck rewards: +2 Gives Opponent: Battlefield:Phyrexian Arena|FDN, Exploration|DMR",Y,
Medal of the Overpowered Opponent,Uncommon,3000,Medal,N,"Opponent starts with four cards, vastly improves rewards. Slot: Medal Bonus enemy deck rewards: +3 Gives Opponent: Battlefield:Champion Lancer|S99, Champion's Helm|CMM, Command Tower|CMD, Phyrexian Arena|FDN",Y,
Medal of the Overwhelmed Champion,Uncommon,3000,Medal,N,"Start with a big handicap, vastly improves win rewards. Slot: Medal [+Life] -10 Starting hand: -2 Bonus enemy deck rewards: +3 Gives Opponent: [+Life] +10",Y,
Medal of Ultimate Victory,Common,1000,Medal,N,A medal awarded to the one who has defeated the ultimate opponent. Slot: Medal [+Life] -20 Bonus enemy deck rewards: +5 Gives Opponent: [+Life] +20,Y,
Mad Hat,Common,1000,Neck,N,Randomly swap permanents each upkeep. Slot: Neck Battlefield:Power Struggle,Y,
Faerie Anklet,Common,1000,Boots,N,1/3 flier. Pay 1GG for a random effect. Slot: Boots [+Life] +3 Battlefield:Faerie Dragon,Y,
Fleshwright Chaps,Uncommon,1000,Boots,N,"3/1 flying zombie, 1U and discard 2 to reanimate tapper Slot: Boots [+Life] -4 Battlefield:Stitchwing Skaab|SOI",Y,
Thirsting Axe,Uncommon,1000,Right,N,"Equip 2, +4/+0 but die at EOT if it hasn't hit a creature Slot: Right [+Life] +4 Battlefield:Thirsting Axe|EMN",Y,
Ghostfire Blade,Rare,1000,Right,N,"Equip 3 or 1 to colorless, +2/+2 Slot: Right Battlefield:Ghostfire Blade|FRF",Y,
Chitinous Club,Uncommon,1000,Right,N,"Equip 3, +2/+2 and menace Slot: Right [+Life] +2 Battlefield:Chitinous Cloak|OGW",Y,
Dire Flail,Rare,5000,Right,N,"Equip 1, +2/+0, Craft with artifact for 3RR to upgrade. Slot: Right Battlefield:Dire Flail|LCI",Y,
Poet's Quill,Rare,5000,Right,N,"Equip 1B, +1/+1 and lifelink. Slot: Right Battlefield:Poet's Quill|STX",Y,
Giant's Bracer,Uncommon,5000,Right,N,"Equip 2, +0/+1 and hexproof while untapped. Slot: Right Battlefield:Giant's Amulet|KHM",Y,
Skyclave Maul,Rare,5000,Right,N,"Equip 2WW, +2/+2 flying and first strike Slot: Right Battlefield:Maul of the Skyclaves|ZNR",Y,
Colossal Dreadmace,Common,5000,Right,N,"Equip 3GG, +6/+6 and trample. Slot: Right Battlefield:Colossal Dreadmask|MH3",Y,
Jewel of Blessings,Uncommon,30000,Neck,N,All your creatures gain vigilance. Slot: Neck Battlefield:Serra's Blessing|WTH,Y,
Jewel of War,Uncommon,30000,Neck,N,Your attacking creatures get +1/+0. Slot: Neck Battlefield:Goblin Oriflamme|FDN,Y,
Ghoulish Jewel,Uncommon,30000,Neck,N,Once a turn when a nontoken dies make a 2/2 decayed zombie. Slot: Neck Battlefield:Ghoulish Procession|INR,Y,
Jewel of Rage,Uncommon,30000,Neck,N,All your creatures gain trample. Slot: Neck Battlefield:Primal Rage|STH,Y,
High Ground Helm,Uncommon,9000,Neck,N,Your creatures can each block an extra creature. Slot: Neck Battlefield:High Ground,Y,
Cunning Mask,Uncommon,9000,Neck,N,You can bounce your blocked attackers. Slot: Neck Battlefield:Cunning Evasion,Y,
Mighty Helm,Uncommon,9000,Neck,N,Your creatures with power 5+ get two +1/+1s on enter. Slot: Neck Battlefield:Mighty Emergence,Y,
Helm of the Fallen,Uncommon,9000,Neck,N,"Each upkeep, if opp lost life last turn, put a +1/+1 counter. Slot: Neck Battlefield:Feast on the Fallen",Y,
Helm of Battle,Common,9000,Neck,N,"During your combat, give a creature +2/+0. Slot: Neck Battlefield:Battle Plan",Y,
Vampiric Amulet,Uncommon,1000,Neck,N,"Your attacking creatures get first strike, vampires get a +1/+1 counters on hit. Slot: Neck Battlefield:Stensia Masquerade",Y,
Massacre Helm,Mythic,1000,Neck,N,"When your creatures die, opp loses 1. When theirs die, you gain 1. Slot: Neck Battlefield:The Meathook Massacre",Y,
Glorious Helm,Rare,1000,Neck,N,Your creatures get +1/+1. Slot: Neck Battlefield:Glorious Anthem|USG,Y,
War Helm,Uncommon,1000,Neck,N,Your creatures get menace. Slot: Neck Battlefield:Goblin War Drums|A25,Y,
Helm of Contemplation,Uncommon,1000,Neck,N,"When you cast a noncreature, pay 1 to tap and stun a creature. Slot: Neck Battlefield:Quiet Contemplation",Y,
Helm of Myth,Rare,1000,Neck,N,"Your commander recasts cost 1 less, draw when commander is zoned. Slot: Neck Battlefield:Myth Unbound",Y,
Outlaw's Hat,Uncommon,1000,Neck,N,"Gives a 1/1 mercenary. When one of your outlaws dies, drain opp 1 life. Slot: Neck Battlefield:Rakish Crew|OTJ, r_1_1_mercenary_tappump",Y,
Manaforce Mace,Uncommon,1000,Right,N,Equip 3. +X/+X equal to domain Slot: Right [+Life] +3 Battlefield:Manaforce Mace,Y,
Shadowspear,Rare,1000,Right,N,Equip 2: +1/+1 trample and lifelink. Can also remove hexproof/indest. Slot: Right Battlefield:Shadowspear,Y,
Hengestrider Boots,Uncommon,1000,Boots,N,"3/4 artifact creature, 2: trample until EOT. Slot: Boots Battlefield:Henge Guardian|DDG",Y,
Tome of Blight,Uncommon,1000,Left,N,"3, T, Sac: Destroy target land Slot: Left [+Life] +3 Battlefield:Ark of Blight|SCG",Y,
Winter Boots,Common,1000,Boots,N,"0/4, T, sac: -0/-X where X is snow lands Slot: Boots Battlefield:Priest of the Haunted Edge",Y,
Token of Blades,Mythic,50000,Token,N,Grants a token in a special slot with Equip 2: +1/+1. Slot: Token Battlefield:sword,Y,
Token of Decay,Mythic,40000,Token,N,Grants a 2/2 decayed zombie token in a special slot. Slot: Token Battlefield:b_2_2_zombie_decayed,Y,
Token of Insight,Mythic,90000,Token,N,"Grants a token in a special slot with 2, sac: Scry 1 then draw. Slot: Token [+Life] -3 Battlefield:c_e_shard_draw",Y,
Token of Shielding,Mythic,60000,Token,N,Grants a 0/3 defender wall token in a special slot. Slot: Token Battlefield:w_0_3_wall_defender,Y,
Token of Landing,Mythic,50000,Token,N,"Grants a token in a special slot with 2, T, sac: get a tapped basic. Slot: Token Battlefield:c_a_lander_sac_search Starting hand: -1",Y,
Token of Spirit,Mythic,50000,Token,N,Grants a 1/1 colorless spirit token in a special slot. Slot: Token Battlefield:c_1_1_spirit,Y,
Token of Soaring Spirit,Mythic,80000,Token,N,Grants a 1/1 white/black spirit token with flying in a special slot. Slot: Token Battlefield:wb_1_1_spirit_flying,Y,
Pilgrim's Cloak,Common,1000,Body,N,Sac for a tapped basic Slot: Body [+Life] -5 Battlefield:Evolving Wilds|FDN,Y,
Bronze Challenge Coin,Common,1000,,N,A lightweight coin made of bronze,Y,
Sir Donovan's Amulet,Common,1000,,Y,A talisman for remotely contacting your employer,Y,
Landscape Sketchbook,Common,1000,,Y,A leather bound notebook containing sketches of various landscapes across Shandalar,Y,
Landscape Sketchbook - 30th Anniversary Edition,Common,1000,,N,A leather bound notebook filled with sketches of iconic landscapes from throughout Magic's history,Y,
Landscape Sketchbook - Thrones of Eldraine,Common,1000,,N,A leather bound notebook filled with fairy tale sketches of enchanted castles and mystical groves,Y,
Chandra's Tome,Rare,8000,Left,N,Draft a Chandra themed card that can be cast with mana of any color Slot: Left Command:Chandra's Tome,Y,
Phoenix Charm,Rare,8000,Neck,N,"Draft a Phoenix card, or conjure one to be cast with mana of any color Slot: Neck Command:Phoenix Charm",Y,
Chandra's Stone,Common,1000,,N,A small red gemstone recovered after your battle with Chandra,Y,
Phoenix,Common,1000,Neck,N,"Draft a Phoenix card, or conjure one to be cast with mana of any color Slot: Neck Command:Phoenix Charm",Y,
Liliana's Stone,Common,1000,,N,A small black gemstone recovered after your battle with Liliana,Y,
Demonic Contract,Rare,15000,Right,N,Sign away your soul to know what the future holds Slot: Right Command:Demonic Contract,Y,
Piper's Charm,Common,1500,Neck,N,Slot: Neck Command:Piper's Charm,Y,
Sleep Wand,Common,1500,Left,N,Slot: Left Command:Sleep Wand,Y,
Hill Giant Club,Uncommon,2500,Right,N,Slot: Right Command:Hill Giant Club,Y,
Cursed Treasure,Rare,6000,Right,N,Slot: Right Command:Cursed Treasure,Y,
Farmer's Tools,Rare,6000,Left,N,Slot: Left Command:Farmer's Tools,Y,
Sol Ring,Uncommon,25000,Left,N,Slot: Left Battlefield:Sol Ring,Y,
Mox Emerald,Rare,25000,Neck,N,Slot: Neck Battlefield:Mox Emerald,Y,
Mox Jet,Rare,25000,Neck,N,Slot: Neck Battlefield:Mox Jet,Y,
Mox Pearl,Rare,25000,Neck,N,Slot: Neck Battlefield:Mox Pearl,Y,
Mox Ruby,Rare,25000,Neck,N,Slot: Neck Battlefield:Mox Ruby,Y,
Mox Sapphire,Rare,25000,Neck,N,Slot: Neck Battlefield:Mox Sapphire,Y,
Battle Standard,Common,1500,Left,N,Slot: Left [+Life] -1 Battlefield:r_1_1_goblin,Y,
Hivestone,Rare,4000,Left,N,Slot: Left Battlefield:Hivestone,Y,
Life Amulet,Uncommon,4000,Neck,N,Slot: Neck [+Life] +2,Y,
Basement Key,Common,1000,,Y,,Y,Currently Unused
Outer Gate Key,Common,1000,,Y,,Y,Currently Unused
Strange Key,Common,1000,,Y,,Y,
Torturer's Key,Common,1000,,Y,,Y,Currently Unused
Grolnok's Key,Common,1000,,Y,,Y,Currently Unused
Rusty Old Key,Common,1000,,Y,,Y,Currently Unused
Illusionist's Key,Common,1000,,Y,,Y,Currently Unused
Sorin's Key,Common,1000,,Y,,Y,Currently Unused
Tibalt's Key,Common,1000,,Y,,Y,Currently Unused
Axt,Common,2500,Left,N,Slot: Left Battlefield:Bonesplitter,Y,
Bronze Sword,Common,2500,Left,N,Slot: Left Battlefield:Bronze Sword,Y,
Iron Boots,Uncommon,2000,Boots,N,Slot: Boots [+MovementSpeed] +20%,Y,
Iron Shield,Rare,6500,Right,N,Slot: Right [+Life] +2,Y,
Iron Armor,Uncommon,3000,Body,N,Slot: Body [+Life] +2,Y,
Steel Sword,Uncommon,4500,Left,N,Slot: Left Battlefield:Greatsword,Y,
Steel Shield,Rare,6500,Right,N,Slot: Right Battlefield:w_0_3_wall_defender,Y,
Armor of the Hivelord,Mythic,20000,Body,N,Slot: Body [+Life] +5 Starting hand: 1,Y,
Leather Boots,Common,500,Boots,N,Slot: Boots [+MovementSpeed] +15%,Y,
Jungle Shield,Uncommon,4500,Right,N,Slot: Right Battlefield:g_0_1_plant,Y,
Sorin's Amulet,Rare,12000,Neck,N,Slot: Neck [+Life] +2 Command:Sorin's Amulet,Y,
Dagger,Common,2000,Left,N,Slot: Left Battlefield:Spare Dagger,Y,
Cheat,Mythic,50000,Neck,N,"Slot: Neck Battlefield:Blightsteel Colossus, Urabrask the Hidden, Avatar of Slaughter",Y,
Aladdin's Ring,Rare,1500,Right,N,Slot: Right Battlefield:Aladdin's Ring,Y,
Spell Book,Rare,8000,Left,N,Slot: Left Starting hand: 1,Y,
Cursed Ring,Uncommon,4000,Right,N,"Slot: Right Battlefield:c_0_1_a_goblin_construct_noblock_ping, c_0_1_a_goblin_construct_noblock_ping, c_0_1_a_goblin_construct_noblock_ping",Y,
Mithril Boots,Rare,10000,Boots,N,Slot: Boots [+Life] +2 [+MovementSpeed] +30%,Y,
Mithril Shield,Rare,6500,Right,N,Slot: Right Battlefield:c_0_4_a_wall_defender,Y,
Presence of the Hydra,Uncommon,4000,Left,N,Slot: Left [+Life] +2 Command:Presence of the Hydra,Y,
Death Ring,Uncommon,3500,Right,N,Slot: Right Command:Death Ring,Y,
Flame Sword,Rare,6000,Left,N,Slot: Left Command:Flame Sword,Y,
Mirror Shield,Uncommon,2500,Right,N,Slot: Right Battlefield:Mirror Shield,Y,
Basilisk Collar,Rare,25000,Neck,N,Equipment that gives deathouch and lifelink Slot: Neck [+Life] +1 Battlefield:Basilisk Collar Starting hand: -1,Y,
Evil Ankh,Rare,25000,Right,N,Start with Ankh of Mishra Slot: Right [+Life] +1 Battlefield:Ankh of Mishra Starting hand: -1,Y,
Staff of the Demoncaller,Mythic,25000,Left,N,"Griselbrand starts in the command zone, but there's a catch ... Slot: Left [+Life] +3 Command:Staff of the Demoncaller Effect",Y,
Dungeon Map,Uncommon,12000,Right,N,Slot: Right Battlefield:Dungeon Map,Y,
Concordant Boots,Rare,9000,Boots,N,All creatures have haste Slot: Boots Battlefield:Concordant Crossroads|LEG,Y,
Crown of Growth,Uncommon,3000,Neck,N,Start with Season of Growth Slot: Neck [+Life] +1 Battlefield:Season of Growth Starting hand: -1,Y,
Mantle of Denial,Uncommon,3000,Body,N,Start with Hesitation Slot: Body [+Life] +1 Battlefield:Hesitation Starting hand: 1,Y,
Aladdin's Lamp,Rare,1000,Right,N,Slot: Right Battlefield:Aladdin's Lamp,Y,
Heart-Piercer,Common,2000,Left,N,Slot: Left Battlefield:Heart-Piercer Bow,Y,
Warren Tender's Baton,Rare,3000,Left,N,Pay 2R and sac 2 Goblins to create 3 1/1 Goblin tokens Slot: Left [+Life] +1 Battlefield:Goblin Warrens|FEM,Y,
Wood Bow,Uncommon,1000,Left,N,Slot: Left Battlefield:Fyndhorn Bow,Y,
Robes of Omniscience,Rare,10000,Body,N,-6 life. Draw 2 extra cards at game start Slot: Body [+Life] -6 Starting hand: 2,Y,
Sandals,Common,100,Boots,N,Slot: Boots [+MovementSpeed] +10%,Y,
Gold Boots,Rare,10000,Boots,N,Slot: Boots [+Life] +2 [+MovementSpeed] +30%,Y,
Gold Shield,Rare,13000,Right,N,Slot: Right [+Life] +3,Y,
Gold Armor,Rare,15000,Body,N,Slot: Body [+Life] +4,Y,
Dark Boots,Uncommon,2000,Boots,N,Slot: Boots [+Life] -2 Battlefield:Clattering Augur [+MovementSpeed] +30%,Y,
Dark Shield,Common,2500,Right,N,Slot: Right [+Life] -3 Battlefield:Barrier of Bones,Y,
Dark Armor,Common,3000,Body,N,Slot: Body [+Life] -2 Battlefield:Skeletal Snake,Y,
Blood Vial,Common,1000,Right,N,Slot: Right Battlefield:c_a_blood_draw,Y,
Charm,Uncommon,3000,Right,N,Slot: Right Battlefield:c_a_clue_draw,Y,
Snack,Common,1000,Right,N,Slot: Right Battlefield:c_a_food_sac,Y,
Change,Rare,5000,Right,N,Slot: Right Battlefield:c_a_gold_draw,Y,
Treasure,Rare,5000,Right,N,Slot: Right Battlefield:c_a_treasure_sac,Y,
Magic Shard,Uncommon,3500,Right,N,Slot: Right Battlefield:c_e_shard_draw,Y,
Mad Staff,Common,4000,Left,N,Slot: Left Battlefield:Power Struggle,Y,
Dark Amulet,Common,3000,Neck,N,Slot: Neck Battlefield:Necropolis of Azar,Y,
Pandora's Box,Common,1500,Right,N,Slot: Right Battlefield:Pandora's Box,Y,
Disrupting Scepter,Rare,2500,Left,N,Slot: Left Battlefield:Disrupting Scepter,Y,
Entrancing Lyre,Uncommon,6000,Right,N,Slot: Right Battlefield:Entrancing Lyre,Y,
Heavy Arbalest,Uncommon,1500,Left,N,Slot: Left Battlefield:Heavy Arbalest,Y,
Ring of Three Wishes,Mythic,2500,Right,N,Slot: Right Battlefield:Ring of Three Wishes,Y,
The Blackstaff of Waterdeep,Rare,3500,Left,N,Slot: Left Battlefield:The Blackstaff of Waterdeep,Y,
Unerring Sling,Uncommon,4000,Left,N,Slot: Left Battlefield:Unerring Sling,Y,
Jeweled Amulet,Uncommon,5000,Neck,N,Slot: Neck Battlefield:Jeweled Amulet,Y,
Traveler's Amulet,Common,5000,Neck,N,Slot: Neck Battlefield:Traveler's Amulet,Y,
Relic Amulet,Uncommon,2500,Neck,N,Slot: Neck Battlefield:Relic Amulet,Y,
Amulet of Kroog,Common,3000,Neck,N,Slot: Neck Battlefield:Amulet of Kroog,Y,
Amulet of Vigor,Rare,7000,Neck,N,Slot: Neck Battlefield:Amulet of Vigor,Y,
Veilstone Amulet,Rare,5000,Neck,N,Slot: Neck Battlefield:Veilstone Amulet,Y,
Jandor's Ring,Rare,2500,Right,N,Slot: Right Battlefield:Jandor's Ring,Y,
Jinxed Ring,Uncommon,2500,Right,N,Slot: Right Gives Opponent: Battlefield:Jinxed Ring,Y,
Nine-Ringed Bo,Uncommon,1000,Left,N,Slot: Left Battlefield:Nine-Ringed Bo,Y,
Ring of Immortals,Rare,4000,Right,N,Slot: Right Battlefield:Ring of Immortals,Y,
Prism Ring,Uncommon,2000,Right,N,Slot: Right Battlefield:Prism Ring,Y,
Ring of Renewal,Rare,5000,Right,N,Slot: Right Battlefield:Ring of Renewal,Y,
Kite Shield,Uncommon,1500,Right,N,Slot: Right Battlefield:Kite Shield,Y,
Shell Wand,Uncommon,4000,Left,N,Slot: Left Gives Opponent: [+Life] -2,Y,
Manasight Amulet,Uncommon,4000,Neck,N,"Grants Manasight, letting you know the colors used by your adversaries Slot: Neck Manasight.",Y,
Lightbringers Boots,Common,8000,Boots,N,Brings life to both friend and foe Slot: Boots Battlefield:Ajani's Mantra Gives Opponent: [+Life] +5,Y,
Fortune Coin,Rare,10000,Left,N,Slot: Left Shop discount: x0.85 Bonus enemy deck rewards: +1,Y,
White Staff,Common,5000,Ability1,Y,Heals you half of your life Slot: Ability1 5 [+Shards],Y,
Black Staff,Common,5000,Ability1,Y,Hide from enemies for some time Slot: Ability1 5 [+Shards],Y,
Blue Staff,Common,5000,Ability1,Y,Lets you fly for some time Slot: Ability1 5 [+Shards],Y,
Red Staff,Common,5000,Ability1,Y,Kills the closest enemy on the Overworld Slot: Ability1 5 [+Shards],Y,
Green Staff,Common,5000,Ability1,Y,Doubles your speed for some time Slot: Ability1 5 [+Shards],Y,
Slimefoot's Slimy Staff,Rare,8000,Left,N,Slot: Left [+Life] +2 Command:Slimefoot's Slimy Staff,Y,
Kiora's Bident,Common,10000,Left,N,Slot: Left [+Life] -1 Battlefield:Kraken Hatchling Command:Kiora's Bident,Y,
Slime-Covered Boots,Rare,6000,Boots,N,Slot: Boots [+Life] -1 Battlefield:Ooze Flux [+MovementSpeed] +20%,Y,
Amulet of the Deceiver,Rare,10000,Neck,N,Slot: Neck [+Life] -1 Battlefield:Bloodsprout Talisman [+MovementSpeed] +20% Gives Opponent: Battlefield:Illusory Demon,Y,
Jace's Signature Hoodie,Rare,12000,Body,N,Slot: Body [+Life] -1 Command:Jace's Signature Hoodie Bonus enemy deck rewards: +1,Y,
Teferi's Staff,Rare,12000,Left,N,Slot: Left [+Life] +1 Command:Teferi's Staff Bonus enemy deck rewards: +1,Y,
Garruk's Mighty Axe,Rare,12000,Left,N,Slot: Left [+Life] +3 Command:Garruk's Mighty Axe,Y,
Nahiri's Armory,Rare,12000,Right,N,Slot: Right [+Life] +3 Command:Nahiri's Armory,Y,
Giant Scythe,Rare,6000,Left,N,Slot: Left [+Life] +1 Command:Giant Scythe,Y,
Chicken Egg,Common,3000,Right,N,Slot: Right [+Life] +1 Battlefield:Chicken Egg,Y,
Tibalt's Bag of Tricks,Rare,6000,Left,N,Slot: Left [+Life] +1 Command:Tibalt's Bag of Tricks,Y,
Xira's Fancy Hat,Rare,10000,Neck,N,Slot: Neck [+Life] +2 Battlefield:Xira's Hive,Y,
The Underworld Cookbook,Uncommon,4000,Left,N,Slot: Left Battlefield:The Underworld Cookbook,Y,
Mantle of Ancient Lore,Rare,5000,Body,N,Slot: Body [+Life] +1 Command:Mantle of Ancient Lore,Y,
Zedruu's Lantern,Rare,8000,Left,N,Slot: Left [+Life] +1 Command:Zedruu's Lantern,Y,
Grolnok's Skin,Rare,10000,Right,N,Slot: Right [+Life] +3 Command:Grolnok's Skin,Y,
Slobad's Iron Boots,Rare,10000,Boots,N,Slot: Boots [+Life] +1 Command:Slobad's Iron Boots [+MovementSpeed] +35%,Y,
Hallowed Sigil,Rare,6000,Neck,N,Give a creature hexproof until end of turn Slot: Neck Battlefield:Hallowed Sigil,Y,
Unhallowed Sigil,Rare,6000,Right,N,"Devour the life of an enemy creature, killing it Slot: Right Battlefield:Sigil of Torment",Y,
Cultist's Key,Common,1000,,Y,,Y,Currently Unused
First Shard,Common,1000,,Y,,Y,Currently Unused
Second Shard,Common,1000,,Y,,Y,Currently Unused
Third Shard,Common,1000,,Y,,Y,Currently Unused
Fourth Shard,Common,1000,,Y,,Y,Currently Unused
Fifth Shard,Common,1000,,Y,,Y,Currently Unused
Crown of the False God,Rare,1000,Neck,N,"Grants a the false god's power, giving 2 mana once you have five lands. Slot: Neck Battlefield:Temple of the False God|SCG",Y,
Kobold King's Blade,Rare,1000,Right,N,"-1 hand size. Start with three different Kobolds in play. Slot: Right Battlefield:Crimson Kobolds|LEG, Crookshank Kobolds|LEG, Kobolds of Kher Keep|LEG Starting hand: -1",Y,
Crown of the Vale,Rare,1000,Neck,N,-4 Max Life. Tap for any color. Gives itself to your opponent. Slot: Neck [+Life] -4 Battlefield:Rainbow Vale|FEM,Y,
Tasty Tome,Rare,1000,Left,N,"A 1/1 Orc. Tap to look at top 8 and rearrange 4, exile 4. Slot: Left Battlefield:Orcish Librarian|ICE",Y,
Shield of Air,Rare,1000,Left,N,-6 life. A 1/5 flying Wall. Slot: Left [+Life] -6 Battlefield:Wall of Air|5ED,Y,
Attendant's Prayerbook,Rare,1000,Left,N,A 0/2 cleric that taps to gain 1 life. Slot: Left Battlefield:Silent Attendant|INV,Y,
Tome of the Trove,Rare,1000,Left,N,-4 life. Pay 2UU to draw a card. Slot: Left [+Life] -4 Battlefield:Treasure Trove|EXO,Y,
Grovetender's Robes,Rare,1000,Body,N,Enters with 3 +1/+1 counters. Move one to a creature each upkeep. Slot: Body Battlefield:Afiya Grove|MIR,Y,
