name,tier,life,boss,sprite,w,h,scale,cur,in_scope,keep_reason,cls,prop_scale,prop,reason,eyes
Rudolph,Uncommon,20,False,sprites/enemy/beast/largemammals/deer_2.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"beast/largemammals folder, moves 50%",True
Runelord,Rare,26,False,sprites/enemy/humanoid/human/wizard/runescribe.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/wizard folder, named lord, moves 50%",True
Sarulf,Uncommon,20,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,2.0,80.0,False,on grid,Medium,0.6,24.0,"beast/largemammals folder, moves 70%",True
Scarecrow Captain,Uncommon,40,True,sprites/enemy/construct/scarecrow.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"art 16px vs 16px person (x1.00), +1 step for boss, moves 50%",True
Serra the Benevolent,Rare,60,True,sprites/enemy/celestial/angelwarrior.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"art 16px vs 16px person (x1.00), +1 step for boss, moves 50%",True
Shrieking Skaab,Common,9,False,sprites/enemy/undead/ghoul.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, named king, moves 50%",True
Sidar Kondo,Rare,22,False,sprites/enemy/humanoid/human/knight/paladin_large.atlas,64,64,1.0,64.0,False,on grid,Medium,0.38,24.3,"humanoid/human/knight folder, named large, moves 62%",True
Skeleton Champion,Uncommon,27,False,sprites/enemy/undead/skeleton_2.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, named champion, moves 50%",True
Slivdrazi Monstrosity,Uncommon,25,True,sprites/enemy/aberration/sliver.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"art 16px vs 16px person (x1.00), +1 step for boss, moves 50%",True
Snapdax,Uncommon,30,False,sprites/enemy/beast/cat/tiger.atlas,22,16,2.0,32.0,False,on grid,Medium,1.5,24.0,"beast/cat folder, a tiger",False
Snow Fox,Common,12,False,sprites/enemy/basic/animal/snow_fox.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"basic/animal folder, a ox, moves 50%",True
Sorin,Rare,55,True,sprites/enemy/undead/sorin.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, +1 step for boss, moves 50%",True
Svyelun,Uncommon,42,False,sprites/enemy/humanoid/merfolk/merfolk_lord.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/merfolk folder, named lord, moves 50%",True
Talrand,Uncommon,20,False,sprites/enemy/humanoid/merfolk/merfolk_lord.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/merfolk folder, named lord, moves 50%",True
Teferi,Mythic,40,True,sprites/enemy/humanoid/human/wizard/teferi.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/wizard folder, +1 step for boss, moves 50%",True
The Great Druid,Uncommon,40,True,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/elf folder, +1 step for boss, moves 50%",True
The Lord of Pain,Rare,30,False,sprites/enemy/humanoid/human/wizard/rakdos_wiz.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/wizard folder, named lord, moves 50%",True
The Sainted One,Rare,40,True,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/cleric folder, +1 step for boss, moves 50%",True
Tibalt's Torturer,Rare,25,True,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/wizard folder, +1 step for boss, moves 50%",True
Tiger,Common,13,False,sprites/enemy/beast/cat/tiger.atlas,22,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"beast/cat folder, a tiger, moves 50%",True
Timber Wolf,Common,11,False,sprites/enemy/basic/animal/timber_wolf.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"basic/animal folder, a wolf, moves 50%",True
Time Walker,Rare,30,True,sprites/enemy/undead/bonegolem.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, +1 step for boss, moves 50%",True
Toxrill,Uncommon,30,False,sprites/enemy/beast/insect/scarab.atlas,22,16,2.0,32.0,False,on grid,Medium,1.5,24.0,"beast/insect folder, a ox",False
Uncle Istvan,Uncommon,25,True,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/human/wizard folder, +1 step for boss, moves 50%",True
Urza Planeswalker,Rare,60,True,sprites/enemy/humanoid/human/wizard/archmage.atlas,32,32,1.0,32.0,False,on grid,Medium,0.75,24.0,"humanoid/human/wizard folder, +1 step for boss",True
Vampire Lord,Uncommon,18,False,sprites/enemy/undead/vampire_3.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, named lord, moves 50%",True
Viridian Drake,Uncommon,28,False,sprites/enemy/basic/dragon/viridian_drake.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"basic/dragon folder, a drake, moves 50%",True
Vorosh,Rare,40,False,sprites/enemy/dragon/drake.atlas,30,34,2.0,68.0,False,already huge,Medium,0.71,24.1,"dragon folder, a drake, moves 65%",True
Wildsear,Rare,30,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,2.0,80.0,False,on grid,Medium,0.6,24.0,"beast/largemammals folder, moves 70%",True
Wolf Pup,Uncommon,13,False,sprites/enemy/beast/smallmammals/wolfcub.atlas,20,15,0.7,10.5,False,"critter, deliberate",Medium,1.6,24.0,"beast/smallmammals folder, a wolf, moves 129%",True
Wounded Sliver,Common,28,True,sprites/enemy/aberration/wsliver.atlas,32,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"art 16px vs 16px person (x1.00), +1 step for boss, moves 50%",True
Ygra,Rare,40,False,sprites/enemy/beast/cat/lion.atlas,20,16,4.0,64.0,False,on grid,Medium,1.5,24.0,"beast/cat folder, a lion, moves 62%",True
Zedruu,Rare,40,True,sprites/enemy/humanoid/minotaur/zedru.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"humanoid/minotaur folder, +1 step for boss, moves 50%",True
Zetalpa,Rare,28,False,sprites/enemy/dragon/drake.atlas,30,34,2.0,68.0,False,already huge,Medium,0.71,24.1,"dragon folder, a drake, moves 65%",True
Zirda,Rare,20,False,sprites/enemy/beast/smallmammals/fox.atlas,30,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"beast/smallmammals folder, a ox, moves 50%",True
Zombie Lord,Rare,34,False,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Medium,1.5,24.0,"undead folder, named lord, moves 50%",True
Aatchik,Uncommon,20,False,sprites/enemy/aberration/phyrexian/copperhostinfector.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Abuelo,Uncommon,20,False,sprites/enemy/undead/ghost_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Abyssal Baron,Rare,28,False,sprites/enemy/fiend/abyssalbaron.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Adeline,Uncommon,22,False,sprites/enemy/humanoid/swordsman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Adeliz,Uncommon,30,False,sprites/enemy/humanoid/human/shaman/chandra.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/shaman folder,False
Adept Black Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Adept Blue Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/blue_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Adept Green Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/green_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Adept Necromancer,Rare,27,False,sprites/enemy/basic/magical/adept_necromancer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Adept Red Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Adept White Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/white_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Admiral Brass,Rare,30,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Adriana,Common,1,False,sprites/enemy/humanoid/swordsman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Adrix and Nev,Rare,20,False,sprites/enemy/humanoid/merfolk/mermaid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Adun,Uncommon,30,False,sprites/enemy/humanoid/human/knight/cavalier.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Adventurer,Common,13,False,sprites/enemy/humanoid/swordsman_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Aether Channeler,Uncommon,15,False,sprites/enemy/humanoid/human/cleric/monk_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Aghoy,Common,12,False,sprites/enemy/basic/spirit/aghoy.atlas,11,11,1.0,11.0,False,"critter, deliberate",Person,1.45,15.9,"basic/spirit folder, moves 45%",True
Agrus Kos,Rare,20,False,sprites/enemy/undead/ghost_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Ajani,Rare,30,False,sprites/enemy/humanoid/leonin/lion_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Akiri and Silas,Rare,40,False,sprites/enemy/humanoid/kor/mineguard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/kor folder,False
Alandra,Uncommon,19,False,sprites/enemy/humanoid/merfolk/kiora.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Alela,Uncommon,20,False,sprites/enemy/fey/dimirfaerie.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Alesha,Rare,30,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Alex Borteh '01,Common,13,False,sprites/enemy/humanoid/human/wizard/blue_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Alexander Blumke '95,Uncommon,25,False,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Alibou,Rare,20,False,sprites/enemy/construct/golem_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Alley Knife,Common,12,False,sprites/enemy/basic/humanoid/alley_knife.atlas,12,13,1.0,13.0,False,"critter, deliberate",Person,1.23,16.0,basic/humanoid folder,False
Alquist Proft,Rare,20,False,sprites/enemy/humanoid/human/cleric/monk_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Alrund,Rare,29,False,sprites/enemy/humanoid/human/wizard/blue_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Amalia,Rare,30,False,sprites/enemy/humanoid/human/cleric/cleric_orzhov.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Amaranhig,Rare,30,False,sprites/enemy/basic/undead/amaranhig.atlas,14,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Aminatou,Uncommon,20,False,sprites/enemy/humanoid/elf/green_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Amzu,Uncommon,20,False,sprites/enemy/humanoid/nantuko/deadlymantis.atlas,32,32,1.0,32.0,False,on grid,Person,0.5,16.0,"humanoid/nantuko folder, moves 50%",True
Anafenza,Uncommon,20,False,sprites/enemy/humanoid/human/knight/braveknight.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Angel Warrior,Mythic,49,False,sprites/enemy/celestial/angelwarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid, life 49",True
Angelic Page,Uncommon,12,False,sprites/enemy/celestial/angel_1.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Angus,Uncommon,30,False,sprites/enemy/humanoid/human/cleric/fanatic_priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Anhelo,Rare,20,False,sprites/enemy/fiend/tibalt.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Anikthea,Rare,30,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Anje,Uncommon,30,False,sprites/enemy/humanoid/human/cleric/cleric_orzhov.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Anowon,Uncommon,20,False,sprites/enemy/undead/vampire.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Antoine Ruel '01,Uncommon,25,False,sprites/enemy/humanoid/human/wizard/dimir_wiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Anya,Rare,20,False,sprites/enemy/celestial/angelwarrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Aphemia,Rare,29,False,sprites/enemy/monstrosity/harpy_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Apprentice Black Wizard,Common,15,False,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Apprentice Blue Wizard,Common,10,False,sprites/enemy/humanoid/human/wizard/mage.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Apprentice Green Wizard,Uncommon,10,False,sprites/enemy/humanoid/human/wizard/green_wiz1.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Apprentice Red Wizard,Uncommon,10,False,sprites/enemy/humanoid/human/wizard/enchanter.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Apprentice White Wizard,Uncommon,10,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Arabella,Rare,30,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Arcanis,Uncommon,36,False,sprites/enemy/humanoid/human/wizard/jace.atlas,16,16,2.0,32.0,False,on grid,Person,1.0,16.0,"humanoid/human/wizard folder, moves 50%",True
Arch Angel of Shandalar,Uncommon,22,False,sprites/enemy/celestial/angel_1.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Archer,Common,11,False,sprites/enemy/humanoid/human/archer/archer_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/archer folder,False
Archer Elite,Rare,25,False,sprites/enemy/humanoid/human/archer/bowmandefender.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/archer folder,False
Archfiend,Rare,31,False,sprites/enemy/fiend/archfiend.atlas,32,32,1.0,32.0,False,on grid,Person,0.5,16.0,"art 32px vs 16px person (x2.00), tagged humanoid, moves 50%",True
Archivist,Uncommon,19,False,sprites/enemy/humanoid/human/wizard/archivist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Arguel,Rare,40,False,sprites/enemy/humanoid/human/knight/false_knight.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Armored Knight,Rare,25,False,sprites/enemy/humanoid/knight.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Arni,Rare,30,False,sprites/enemy/humanoid/dwarf/dwarf_5.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Arnyn,Uncommon,18,False,sprites/enemy/undead/vampire_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Artifact Warrior,Mythic,42,False,sprites/enemy/construct/artifactsoldier.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Arvad,Rare,20,False,sprites/enemy/humanoid/human/soldier/swordsman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Ascendant Evincar,Rare,33,False,sprites/enemy/undead/vampire_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Ashling,Mythic,80,False,sprites/enemy/elemental/magmaelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 80",True
Ashmouth Devil,Uncommon,18,False,sprites/enemy/fiend/devil.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Ashnod,Uncommon,30,False,sprites/enemy/humanoid/human/shaman/chandra.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/shaman folder,False
Asmira,Uncommon,40,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Athreos,Rare,40,False,sprites/enemy/undead/lich.atlas,16,16,2.0,32.0,False,on grid,Person,1.0,16.0,"undead folder, moves 50%",True
Atla Palani,Rare,40,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Atogatog,Uncommon,30,False,sprites/enemy/humanoid/viashino/dreamwalker_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Atraxa,Mythic,50,False,sprites/enemy/aberration/phyrexian/phyrexianangel.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 50",True
Atris,Rare,30,False,sprites/enemy/undead/lich_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Auntie Ool,Rare,60,False,sprites/enemy/humanoid/goblin/goblin_4.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/goblin folder, life 60",True
Autumn Willow,Rare,27,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Autumn Willow (An-Havva),Mythic,54,False,sprites/enemy/humanoid/elf/druid_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, life 54",True
Avacynian Preacher,Common,11,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Averna,Uncommon,20,False,sprites/enemy/elemental/magicelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Axgard Dwarf,Common,13,False,sprites/enemy/humanoid/dwarf/dwarf_8.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Ayara,Mythic,48,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/human/wizard folder, life 48",True
Azami,Rare,30,False,sprites/enemy/humanoid/human/cleric/priest.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Aziza,Uncommon,30,False,sprites/enemy/elemental/fireelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Azusa,Mythic,47,False,sprites/enemy/humanoid/elf/druid_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/elf folder, life 47",True
Balthor,Uncommon,30,False,sprites/enemy/undead/zombie_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Bandit,Uncommon,13,False,sprites/enemy/humanoid/dwarf/dwarf_7.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Baral,Rare,21,False,sprites/enemy/humanoid/human/wizard/red_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Baru,Uncommon,20,False,sprites/enemy/humanoid/human/soldier/hoplite.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Bayou Dweller of Darigaaz,Rare,20,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Beast Master of Shandalar,Common,10,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Beastmaster,Uncommon,15,False,sprites/enemy/humanoid/human/warrior/caribou_elite.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Beholder,Uncommon,15,False,sprites/enemy/aberration/beholder.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Bennie Bracks,Rare,18,False,sprites/enemy/humanoid/human/wizard/teferi.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Berserker,Uncommon,13,False,sprites/enemy/humanoid/dwarf/dwarf_5.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Bertrand Lestree '94,Uncommon,25,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Bess,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/green_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Bestial Lizardfolk,Uncommon,20,False,sprites/enemy/basic/humanoid/bestial_lizardfolk.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/humanoid folder,False
Big Zombie,Common,13,False,sprites/enemy/undead/zombie_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Bird,Common,11,False,sprites/enemy/monstrosity/griffin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Birgi,Uncommon,20,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Black Dragonkin Renegade,Rare,29,False,sprites/enemy/heroes/dragonkin_b.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Black Golem,Rare,32,False,sprites/enemy/construct/golem_black.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Bloodied Skeleton,Common,13,False,sprites/enemy/undead/bloodiedskeleton.atlas,24,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Blue Dragonkin Renegade,Rare,30,False,sprites/enemy/heroes/dragonkin_u.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Blue Dwende,Common,12,False,sprites/enemy/basic/spirit/blue_dwende.atlas,10,12,1.0,12.0,False,"critter, deliberate",Person,1.33,16.0,basic/spirit folder,False
Blue Golem,Mythic,49,False,sprites/enemy/construct/golem_blue.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 49",True
Blue Prototype,Rare,18,False,sprites/enemy/construct/prototype_blue.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Bog Hermit,Common,10,False,sprites/enemy/humanoid/human/peasant/inn_hermit.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/peasant folder,False
Bog Witch,Common,13,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Boggart,Common,12,False,sprites/enemy/humanoid/goblin/goblin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/goblin folder,False
Bone Golem,Rare,20,False,sprites/enemy/undead/bonegolem.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Bontu,Rare,30,False,sprites/enemy/humanoid/viashino/dreamwalker.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Borderland Ranger,Common,15,False,sprites/enemy/humanoid/human/rogue/pirate.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/rogue folder,False
Bosh,Rare,22,False,sprites/enemy/construct/artifactsoldier.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Bound Cadaver,Common,12,False,sprites/enemy/basic/undead/bound_cadaver.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Brago,Uncommon,20,False,sprites/enemy/undead/deathknightidle.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Braids,Uncommon,32,False,sprites/enemy/undead/ghost_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Bre,Rare,60,False,sprites/enemy/humanoid/human/cleric/cleric_orzhov.atlas,16,16,2.0,32.0,False,on grid,Person,1.0,16.0,"humanoid/human/cleric folder, life 60, moves 50%",True
Brenard,Uncommon,30,False,sprites/enemy/humanoid/human/wizard/blue_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Breya,Rare,50,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/human/warlock folder, life 50",True
Bria,Rare,20,False,sprites/enemy/humanoid/human/wizard/mage_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Brian Hacker '98,Uncommon,24,False,sprites/enemy/humanoid/human/knight/paladin.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Brian Kibler '02,Rare,25,False,sprites/enemy/humanoid/human/knight/paladin.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Brian Selden '98,Rare,25,False,sprites/enemy/humanoid/elf/shaman.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
